state,code,institution,state_full,cares_act,omnibus,amer_rescue_act,total_relief,endowment
IL,00166100,Chicago Theological Seminary,Illinois,17058,33605,62000,112663,0
NY,01192100,Westchester School Of Beauty Culture,New York,112451,0,0,112451,0
MO,03070200,Central College Of Cosmetology,Missouri,112354,0,0,112354,0
TN,03088800,"Watkins College Of Art, Design & Film",Tennessee,112124,0,0,112124,0
MA,04116900,Digrigoli School Of Cosmetology,Massachusetts,111760,0,0,111760,0
MI,03005700,Detroit Business Institute - Downriver,Michigan,111552,0,0,111552,0
IL,03078400,Cameo Beauty Academy,Illinois,111227,0,0,111227,0
PA,03949300,Won Institute Of Graduate Studies,Pennsylvania,18913,32274,60000,111187,0
PA,02118000,Levittown Beauty Academy,Pennsylvania,111172,0,0,111172,0
MO,02263400,Lake Career & Technical Center,Missouri,18569,29492,63000,111061,0
CA,04189700,California Miramar University,California,110771,0,0,110771,0
CA,00125600,Pacific School Of Religion,California,24442,30153,56000,110595,0
NJ,02183600,Capri Institute Of Hair Design,New Jersey,110520,0,0,110520,0
CA,02494800,Cr'U Institute Of Cosmetology And Barbering,California,110487,0,0,110487,0
VA,02358500,Bon Secours St Mary'S Hospital School Of Medical Imaging,Virginia,22589,31687,56000,110276,0
PA,04127500,Cde Career Institute,Pennsylvania,110238,0,0,110238,0
FL,04135000,Cozmo Beauty School,Florida,110109,0,0,110109,0
OH,03100100,Paramount Beauty Academy,Ohio,109818,0,0,109818,0
CT,00138700,Hartford Seminary,Connecticut,17007,32702,60000,109709,47901000
TX,01293000,Charles & Sue'S School Of Hair Design,Texas,109527,0,0,109527,0
NY,04223200,Grace International Beauty School,New York,109223,0,0,109223,0
OH,01063000,Northern Institute Of Cosmetology,Ohio,108952,0,0,108952,0
SC,02338600,Charzanne Beauty College,South Carolina,108888,0,0,108888,0
MD,00744700,Del-Mar-Va Beauty Academy,Maryland,108845,0,0,108845,0
MN,00983100,Model College Of Hair Design,Minnesota,108435,0,0,108435,0
TN,04236400,Sandra Academy Of Salon Services,Tennessee,108427,0,0,108427,0
WA,04231000,Studio Beauty School,Washington,108031,0,0,108031,0
AZ,00886400,Arizona Academy Of Beauty,Arizona,107836,0,0,107836,0
KY,02551100,Pj'S College Of Cosmetology,Kentucky,107097,0,0,107097,0
IA,03441300,Iowa School Of Beauty,Iowa,106994,0,0,106994,0
NY,04180200,Long Island Nail Skin & Hair Institute,New York,106834,0,0,106834,0
TX,02326000,Ucas University Of Cosmetology Arts & Sciences,Texas,106620,0,0,106620,0
MD,03937300,Yeshiva College Of The Nation'S Capital,Maryland,19734,31640,55000,106374,0
OH,01174400,National Beauty College,Ohio,106210,0,0,106210,0
VT,00865800,O'Briens Aveda Institute,Vermont,106040,0,0,106040,0
CA,04226100,Lawrence & Company College Of Cosmetology,California,106027,0,0,106027,0
CA,04163400,Cosmo Beauty Academy,California,105841,0,0,105841,0
RI,04246000,Michael K. Galvin Beauty & Business Academy,Rhode Island,105677,0,0,105677,0
NC,04073300,Jung Tao School Of Classical Chinese Medicine,North Carolina,23569,28834,53000,105403,0
OR,01234700,Phagans' Central Oregon Beauty College,Oregon,105390,0,0,105390,0
NJ,02146800,Joe Kubert School Of Cartoon & Graphic Art (The),New Jersey,105343,0,0,105343,0
AL,03783300,Blue Cliff Career College,Alabama,105082,0,0,105082,0
OH,00953000,Gerber Akron Beauty School,Ohio,104975,0,0,104975,0
OH,04185900,Elite School Of Cosmetology,Ohio,104805,0,0,104805,0
IN,00951500,J. Michael Harrold Beauty Academy,Indiana,104382,0,0,104382,0
FL,03491400,American Advanced Technicians Institute,Florida,104373,0,0,104373,0
MI,01109800,Flint Institute Of Barbering,Michigan,104198,0,0,104198,0
TX,03009400,Nuvani Institute,Texas,104127,0,0,104127,0
CA,04272800,Independent Training & Apprenticeship Program,California,104035,0,0,104035,0
CA,04272100,Princess Institute Of Beauty,California,103999,0,0,103999,0
NC,02560600,Pinnacle Institute Of Cosmetology,North Carolina,103889,0,0,103889,0
LA,04112300,Louisiana Culinary Institute,Louisiana,103694,0,0,103694,0
MS,03032400,Kc'S School Of Hair Design,Mississippi,103552,0,0,103552,0
WA,01249600,Evergreen Beauty And Barber College,Washington,103456,0,0,103456,0
CA,04209800,Hinton Barber And Beauty College,California,103446,0,0,103446,0
NY,04156000,Academy Of Cosmetology & Esthetics Nyc (The),New York,102983,0,0,102983,0
NY,01161400,Champlain Valley Physicians Hospital Medical Center,New York,20970,29862,52000,102832,0
OH,02324400,Allstate Hairstyling & Barber College,Ohio,102790,0,0,102790,0
MO,03519300,Missouri College Of Cosmetology North,Missouri,102704,0,0,102704,0
MS,02251600,Academy Of Hair Design #6,Mississippi,102117,0,0,102117,0
TX,04245800,Natural Images Beauty College,Texas,102034,0,0,102034,0
WA,04258000,Seattle Film Institute,Washington,101834,0,0,101834,0
LA,02352500,Cloyd'S Beauty School #3,Louisiana,101047,0,0,101047,0
TN,02188300,Pentecostal Theological Seminary,Tennessee,14436,30528,56000,100964,0
LA,04245400,Infinity College,Louisiana,100915,0,0,100915,0
LA,04264800,J'S Barber College,Louisiana,100902,0,0,100902,0
OH,04166800,Summit Salon Academy,Ohio,100760,0,0,100760,0
CA,02520300,Interior Designers Institute,California,100622,0,0,100622,0
NY,03216300,Unification Theological Seminary,New York,20435,28113,52000,100548,0
CA,04014400,Palladium Technical Academy,California,100425,0,0,100425,0
OH,03116200,Dayton Barber College,Ohio,100249,0,0,100249,0
NY,03419400,Northeastern Seminary,New York,15122,29988,55000,100110,0
OH,00485500,Davis College,Ohio,99923,0,0,99923,0
CA,02167800,Estes Institute Of Cosmetology Arts & Sciences,California,99744,0,0,99744,0
WV,00895900,Clarksburg Beauty Academy & School Of Massage Therapy,West Virginia,99727,0,0,99727,0
AR,02284200,New Tyler Barber College,Arkansas,99723,0,0,99723,0
CO,04179700,United Beauty College,Colorado,99695,0,0,99695,0
PA,04224600,Barber School Of Pittsburgh,Pennsylvania,99473,0,0,99473,0
MN,00238600,United Theological Seminary Of The Twin Cities,Minnesota,17458,28920,53000,99378,0
OK,03453400,Shawnee Beauty College,Oklahoma,99268,0,0,99268,0
TX,04249300,Salon Boutique Academy,Texas,98873,0,0,98873,0
ID,04176700,Aveda Institute Boise,Idaho,98861,0,0,98861,0
FL,03986300,Aviator College Of Aeronautical Science & Technology,Florida,98828,0,0,98828,0
CA,04277700,California College Of Barbering And Cosmetology,California,98672,0,0,98672,0
TN,04246100,Nashville Film Institute,Tennessee,98653,0,0,98653,0
CA,04262100,My Beauty & Barber College,California,98476,0,0,98476,0
MA,04193100,Alexander Academy,Massachusetts,98351,0,0,98351,0
LA,02269300,Stevenson Academy Of Hair Design,Louisiana,98324,0,0,98324,0
OR,02154400,Beau Monde Academy Of Cosmetology,Oregon,98322,0,0,98322,0
VT,02254000,New England Culinary Institute,Vermont,98063,0,0,98063,0
ID,03832400,Cosmetology School Of Arts And Sciences,Idaho,97960,0,0,97960,0
NJ,02154000,Divers Academy Of The Eastern Seaboard,New Jersey,97783,0,0,97783,0
WV,01257300,West Virginia University Hospitals,West Virginia,20244,27492,50000,97736,0
KS,00250900,Saint Paul School Of Theology,Kansas,20672,27032,50000,97704,0
CO,04195300,Elevate Salon Institute,Colorado,97669,0,0,97669,0
LA,01288000,Celebrity Stylist Beauty School,Louisiana,97628,0,0,97628,0
TX,04125500,Manuel & Theresa'S School Of Hair Design,Texas,97462,0,0,97462,0
FL,02517100,Sarasota School Of Massage Therapy,Florida,97165,0,0,97165,0
LA,02619200,Denham Springs Beauty College,Louisiana,97153,0,0,97153,0
MO,00959000,Summit Salon Academy Kansas City,Missouri,97014,0,0,97014,0
CA,02236400,"Thanh Le College, School Of Cosmetology",California,96857,0,0,96857,0
MS,02302800,Mississippi College Of Beauty Culture,Mississippi,96624,0,0,96624,0
FL,03374300,Florida Coastal School Of Law,Florida,96603,0,0,96603,0
LA,01163100,D'Jay'S Institute Of Cosmetology And Esthiology,Louisiana,96315,0,0,96315,0
KS,04205300,Mitsu Sato Hair Academy,Kansas,96274,0,0,96274,0
CA,04256400,San Bernardino Beauty College,California,96223,0,0,96223,0
TN,04124100,Elite College Of Cosmetology,Tennessee,96164,0,0,96164,0
NJ,02103700,Capri Institute Of Hair Design,New Jersey,96142,0,0,96142,0
MS,04140200,"Mississippi Institute Of Aesthetics, Nails, & Cosmetology",Mississippi,96122,0,0,96122,0
FL,04129900,Florida School Of Massage,Florida,96011,0,0,96011,0
IL,02573700,Institute For Clinical Social Work,Illinois,15713,28239,52000,95952,0
OH,02529500,Hamrick School,Ohio,95932,0,0,95932,0
UT,02078800,Collectiv Hair Dressing Academy,Utah,95923,0,0,95923,0
NY,02511500,"Joffrey Ballet School, American Ballet Center",New York,95735,0,0,95735,0
IN,04140500,Horizon University,Indiana,7486,31710,56000,95196,0
FL,04029300,Trendsetters Of Fl. School Of Beauty & Barbering,Florida,95086,0,0,95086,0
VA,04219000,Iglobal University,Virginia,95038,0,0,95038,0
IL,00947500,Educators Of Beauty College Of Cosmetology,Illinois,94989,0,0,94989,0
NJ,02265500,Capri Institute Of Hair Design,New Jersey,94976,0,0,94976,0
IL,00166300,Spertus College Of Judaica,Illinois,11595,29093,54000,94688,0
IL,02587700,Hair Professionals Career College,Illinois,94467,0,0,94467,0
KY,02159100,Appalachian Beauty School,Kentucky,94425,0,0,94425,0
CA,00884400,California Christian College,California,12359,30024,52000,94383,0
LA,04234600,Park Place Premier Barber School,Louisiana,94356,0,0,94356,0
CA,03995300,University Of East-West Medicine,California,94275,0,0,94275,0
AZ,03814300,Turning Point Beauty College,Arizona,94238,0,0,94238,0
WI,03822300,Paul Mitchell The School - Madison,Wisconsin,94232,0,0,94232,0
UT,03082100,Myotherapy College Of Utah,Utah,94214,0,0,94214,0
IL,02349500,Cannella School Of Hair Design,Illinois,93948,0,0,93948,0
WV,03052000,Meredith Manor International Equestrian Centre,West Virginia,93719,0,0,93719,0
FL,04246900,Piberry Institute,Florida,93447,0,0,93447,0
NY,03203300,New York Institute Of Massage,New York,93376,0,0,93376,0
OH,04254900,Cincinnati School Of Barbering & Hair Design,Ohio,93183,0,0,93183,0
PA,04232000,Studio Incamminati,Pennsylvania,14667,28403,50000,93070,0
UT,04165500,Acaydia Spa And School Of Aesthetics,Utah,92748,0,0,92748,0
NH,04263000,Harmony Health Care Institute,New Hampshire,91855,0,0,91855,0
NE,04132600,Paul Mitchell The School - Lincoln,Nebraska,91829,0,0,91829,0
MO,00639200,Research Medical Center,Missouri,91737,0,0,91737,0
AZ,04267500,International Barber College,Arizona,91467,0,0,91467,0
WI,00387400,Nashotah House,Wisconsin,16876,26136,48000,91012,0
IL,04232300,Hvac Technical Institute,Illinois,90904,0,0,90904,0
NE,00849200,Chi Health School Of Radiologic Technology,Nebraska,20297,23431,47000,90728,0
NY,02550600,Talmudical Institute Of Upstate New York,New York,17933,26497,46000,90430,0
OK,04144400,Academy Of Hair Design (The),Oklahoma,90375,0,0,90375,0
MO,02520800,Merrell University Of Beauty Arts & Science,Missouri,90177,0,0,90177,0
AL,04211000,Salon Professional Academy (The),Alabama,90139,0,0,90139,0
NC,04173000,Shepherds Theological Seminary,North Carolina,16125,25893,48000,90018,0
PA,02061000,Venus Beauty Academy,Pennsylvania,89682,0,0,89682,0
NY,04134000,"John Paolo'S Xtreme Beauty Institute, Goldwell Products Artistry",New York,89593,0,0,89593,0
CA,03962300,American Institute Of Massage Therapy,California,89422,0,0,89422,0
CA,04217500,J D Academy Of Salon And Spa,California,89296,0,0,89296,0
NY,00928300,Midway Paris Beauty School,New York,89208,0,0,89208,0
ID,02275800,Mr. Leon'S School Of Hair Design,Idaho,89201,0,0,89201,0
LA,02327800,Pineville Beauty School,Louisiana,89065,0,0,89065,0
NY,00738800,Long Island Beauty School,New York,88800,0,0,88800,0
CA,04181600,Integrity College Of Health,California,88763,0,0,88763,0
ID,02314000,Elevate Salon Institute,Idaho,88720,0,0,88720,0
GA,04264600,Hogan Institute Of Cosmetology And Esthetics,Georgia,88626,0,0,88626,0
FL,04251700,Hope College Of Arts And Sciences,Florida,88555,0,0,88555,0
AL,04066300,Cardiac And Vascular Institute Of Ultrasound,Alabama,88302,0,0,88302,0
AR,04270100,Delta Designs Cosmetology School,Arkansas,88170,0,0,88170,0
CA,00116500,Church Divinity School Of The Pacific,California,18783,24290,45000,88073,16243000
SC,03293300,Strand College Of Hair Design,South Carolina,87957,0,0,87957,0
TX,03922300,South Texas Barber College,Texas,87713,0,0,87713,0
PA,01292900,South Hills Beauty Academy,Pennsylvania,87671,0,0,87671,0
MN,04148800,Centerpoint Massage & Shiatsu Therapy School & Clinic,Minnesota,87374,0,0,87374,0
FL,04223400,Interamerican Technical Institute,Florida,87212,0,0,87212,0
OH,02545800,Inner State Beauty School,Ohio,87203,0,0,87203,0
CA,04255400,Regan Career Institute,California,87162,0,0,87162,0
MO,03916300,Eclips School Of Cosmetology And Barbering,Missouri,87102,0,0,87102,0
NC,04219100,Alexander Paul Institute Of Hair Design,North Carolina,86901,0,0,86901,0
OR,03185300,Phagans' Grants Pass College Of Beauty,Oregon,86854,0,0,86854,0
MA,00220200,Pope St. John Xxiii National Seminary,Massachusetts,21532,22984,42000,86516,0
IL,00959500,Cannella School Of Hair Design,Illinois,86227,0,0,86227,0
WV,00500800,Mountain State College,West Virginia,86177,0,0,86177,0
NJ,04260400,Cutting Edge Academy,New Jersey,85930,0,0,85930,0
FL,04167300,Salon Professional Academy (The),Florida,85687,0,0,85687,0
NY,02158200,Washington Saratoga Warren Hamilton Essex Boces,New York,22752,20845,42000,85597,0
MN,02050300,Academy College,Minnesota,85565,0,0,85565,0
SC,02552400,Academy Of Hair Technology,South Carolina,85165,0,0,85165,0
TN,04240700,Image Maker Beauty Institute,Tennessee,85137,0,0,85137,0
TX,02267100,Exposito School Of Hair Design,Texas,84964,0,0,84964,0
MO,02214500,Salem College Of Hairstyling,Missouri,84962,0,0,84962,0
PA,03072600,Dci Career Institute,Pennsylvania,84945,0,0,84945,0
MO,04212100,Academy Of Salon Professionals,Missouri,84787,0,0,84787,0
ME,03429300,Seacoast Career Schools,Maine,84741,0,0,84741,0
CT,04249800,Dolce Llc The Academy,Connecticut,84286,0,0,84286,0
CA,03367300,Professional Golfers Career College,California,84229,0,0,84229,0
FL,04229700,First Coast Barber Academy,Florida,83945,0,0,83945,0
TX,02362800,Austin Graduate School Of Theology,Texas,10135,26735,47000,83870,0
IL,03082900,Rosel School Of Cosmetology,Illinois,83474,0,0,83474,0
ME,04188800,Institute For Doctoral Studies In The Visual Arts,Maine,14258,24140,45000,83398,0
CA,03740400,Ati College,California,83260,0,0,83260,0
OR,01234800,Phagans' Beauty College,Oregon,83228,0,0,83228,0
LA,02536400,Louisiana Academy Of Beauty,Louisiana,83167,0,0,83167,0
UT,02573100,Evans Hairstyling College Of Cedar City,Utah,83133,0,0,83133,0
AL,04273500,Winonah'S International School Of Cosmetology,Alabama,82925,0,0,82925,0
SC,04243500,Barber Tech Academy,South Carolina,82720,0,0,82720,0
CA,02230900,Fredrick And Charles Beauty College,California,82451,0,0,82451,0
CA,02220000,Colleen O'Hara'S Beauty Academy,California,82427,0,0,82427,0
GA,04242300,Dalton Institute Of Esthetics And Cosmetology,Georgia,82217,0,0,82217,0
PA,01191900,Beaver Falls Beauty Academy,Pennsylvania,82135,0,0,82135,0
AZ,04174200,All Beauty College,Arizona,82062,0,0,82062,0
CA,02609000,Emperor'S College Of Traditional Oriental Medicine,California,82054,0,0,82054,0
VA,03872400,Divine Mercy University,Virginia,12649,24391,45000,82040,0
AR,01074100,Academy Of Salon And Spa,Arkansas,81774,0,0,81774,0
TX,04243900,University Of Texas Health Science Center At Tyler (The),Texas,9311,25459,47000,81770,0
NY,04204300,"Aesthetic Science Institute, Llc (The)",New York,81723,0,0,81723,0
AR,03007100,Hot Springs Beauty College,Arkansas,81480,0,0,81480,0
TX,04152700,Astrodome Career Centers,Texas,81224,0,0,81224,0
FL,03888300,Dragon Rises College Of Oriental Medicine,Florida,18040,21995,41000,81035,0
IA,00423300,Saint Luke'S Methodist Hospital School Of Radiologic Technology,Iowa,18551,22360,40000,80911,0
FL,04233900,Atlantis University,Florida,80885,0,0,80885,0
WI,03061200,Midwest College Of Oriental Medicine,Wisconsin,80513,0,0,80513,0
CA,00129600,Dominican School Of Philosophy And Theology,California,13676,23500,43000,80176,0
TX,01202000,Victoria Beauty College,Texas,79984,0,0,79984,0
CA,04158800,Theatre Of Arts,California,79898,0,0,79898,0
TX,02058600,Bk Cosmo College Of Cosmetology,Texas,79091,0,0,79091,0
OH,01284800,Moler Hollywood Beauty Academy,Ohio,79077,0,0,79077,0
CA,04132400,Academy Of Esthetics And Cosmetology,California,79073,0,0,79073,0
CT,00745900,Paier College Of Art,Connecticut,78906,0,0,78906,0
NH,02211600,Paul Mitchell The School Portsmouth,New Hampshire,78689,0,0,78689,0
LA,02601100,Opelousas School Of Cosmetology,Louisiana,78578,0,0,78578,0
ID,04268300,Rexburg College Of Massage Therapy,Idaho,78561,0,0,78561,0
FL,03757300,Advance Science International College,Florida,78324,0,0,78324,0
MA,03316400,Fine Mortuary College,Massachusetts,78045,0,0,78045,0
NV,04248800,Wongu University Of Oriental Medicine,Nevada,14840,21995,41000,77835,0
AL,04255500,Alabama School Of Nail Technology & Cosmetology,Alabama,77735,0,0,77735,0
VA,04267700,Esthetic Institute (The),Virginia,77722,0,0,77722,0
MI,04002400,Ecumenical Theological Seminary,Michigan,14258,22226,41000,77484,0
NY,04250200,Focus Personal Training Institute,New York,77434,0,0,77434,0
IN,02304800,Pj'S College Of Cosmetology,Indiana,77190,0,0,77190,0
MT,00790000,Butte Academy Of Beauty Culture,Montana,77189,0,0,77189,0
IN,00182300,Anabaptist Mennonite Biblical Seminary,Indiana,12438,22444,42000,76882,0
NY,00281500,Saint Bernard'S School Of Theology And Ministry,New York,13676,21958,41000,76634,0
IN,04256100,Indiana College Of Sports & Medical Massage,Indiana,76551,0,0,76551,0
CA,03054100,Royale College Of Beauty And Barbering,California,76241,0,0,76241,0
CA,01244600,Universal College Of Beauty,California,76226,0,0,76226,0
KY,02526100,Jenny Lea Academy Of Cosmetology,Kentucky,76044,0,0,76044,0
NY,04179800,Sotheby'S Institute Of Art - Ny,New York,75653,0,0,75653,0
SC,04244100,Construction Training Center,South Carolina,75525,0,0,75525,0
MI,02285700,Bayshire Beauty Academy,Michigan,75520,0,0,75520,0
TX,04168800,Abc Beauty Academy,Texas,75257,0,0,75257,0
FL,04209500,Shear Finesse Beauty Academy,Florida,75116,0,0,75116,0
UT,03829500,Skinworks School Of Advanced Skincare,Utah,74698,0,0,74698,0
MO,00249400,Nazarene Theological Seminary,Missouri,13954,21141,39000,74095,0
TX,02521800,Seguin Beauty School,Texas,74070,0,0,74070,0
NM,04178500,Vogue College Of Cosmetology,New Mexico,74042,0,0,74042,0
WI,02271300,Wisconsin School Of Professional Psychology,Wisconsin,13967,21071,39000,74038,0
AZ,02280500,Charles Of Italy Beauty College,Arizona,74036,0,0,74036,0
NY,00270000,Colgate Rochester Crozer Divinity School,New York,13094,21299,39000,73393,0
FL,02329900,Florida Institute Of Ultrasound,Florida,73059,0,0,73059,0
PR,03608300,Caribbean Forensic & Technical College,Puerto Rico,72934,0,0,72934,0
WI,03220300,"Professional Hair Design Academy, The",Wisconsin,72826,0,0,72826,0
MI,02491000,West Michigan College Of Barbering And Beauty,Michigan,72745,0,0,72745,0
CO,03584400,Colorado School Of Healing Arts,Colorado,72624,0,0,72624,0
CA,02061600,Wayne'S College Of Beauty,California,72461,0,0,72461,0
TX,04231300,Yahweh Beauty Academy,Texas,72253,0,0,72253,0
VA,04169400,Northern Virginia School Of Therapeutic Massage,Virginia,71989,0,0,71989,0
SC,04239000,B-Unique Beauty And Barber Academy,South Carolina,71620,0,0,71620,0
ID,04134300,Evans Hairstyling College,Idaho,71597,0,0,71597,0
NY,04190500,New York School Of Esthetics & Day Spa,New York,71583,0,0,71583,0
MN,04044300,Hazelden Graduate School Of Addiction Studies,Minnesota,16012,19558,36000,71570,0
MI,04055300,Creative Hair School Of Cosmetology,Michigan,71456,0,0,71456,0
CA,03786300,Advanced College,California,71329,0,0,71329,0
NV,03881400,European Massage Therapy School (The),Nevada,71306,0,0,71306,0
UT,04161900,Mandalyn Academy,Utah,71253,0,0,71253,0
KY,02518900,Barrett & Company School Of Hair Design,Kentucky,70869,0,0,70869,0
CA,04145000,San Diego Culinary Institute,California,70731,0,0,70731,0
AL,04197500,University Academy Of Hair Design,Alabama,70719,0,0,70719,0
WA,04132800,Inland Massage Institute,Washington,70663,0,0,70663,0
NY,02182200,New School Center For Media,New York,70490,0,0,70490,0
CT,04128800,Branford Academy Of Hair & Cosmetology,Connecticut,70305,0,0,70305,0
OK,02126500,Enid Beauty College,Oklahoma,70272,0,0,70272,0
NJ,04188700,Asi Career Institute,New Jersey,70108,0,0,70108,0
AL,04267900,Brown Beauty Barber School,Alabama,70098,0,0,70098,0
OH,02588500,Ohio State School Of Cosmetology,Ohio,70032,0,0,70032,0
KY,04177600,Lindsey Institute Of Cosmetology,Kentucky,69690,0,0,69690,0
NC,04101300,Carolina School Of Broadcasting,North Carolina,69411,0,0,69411,0
KY,00197100,Lexington Theological Seminary,Kentucky,7748,21480,40000,69228,0
OH,02315500,Toledo Academy Of Beauty Culture - East,Ohio,69228,0,0,69228,0
MI,02595700,Hillsdale Beauty College,Michigan,69128,0,0,69128,0
CA,04155500,Academy For Jewish Religion California,California,12221,19897,37000,69118,0
PA,00657800,Sharon Regional School Of Nursing,Pennsylvania,68940,0,0,68940,0
ND,04139400,Hair Academy (The),North Dakota,68765,0,0,68765,0
WI,04118600,Tricoci University Of Beauty Culture,Wisconsin,68585,0,0,68585,0
MI,04141100,French Academy Of Cosmetology,Michigan,68450,0,0,68450,0
VA,04238700,Dermal Science International Aesthetics & Nail Academy,Virginia,68341,0,0,68341,0
TN,02257400,Arnold'S Beauty School,Tennessee,68240,0,0,68240,0
DE,03702300,Delaware Learning Institute Of Cosmetology,Delaware,68172,0,0,68172,0
FL,03801400,Beauty Institute (The),Florida,67958,0,0,67958,0
FL,04244700,Med Academy,Florida,67956,0,0,67956,0
GA,02060900,Brown College Of Court Reporting,Georgia,67945,0,0,67945,0
LA,04225900,Setting The Standard Barbering And Natural Hair Academy,Louisiana,67932,0,0,67932,0
AR,04241800,Academy Of Professional Cosmetology,Arkansas,67844,0,0,67844,0
TN,04157200,Love Beauty School,Tennessee,67806,0,0,67806,0
SC,02356600,Charleston Cosmetology Institute,South Carolina,67783,0,0,67783,0
HI,04269600,Ibs School Of Cosmetology And Massage,Hawaii,67672,0,0,67672,0
OK,02531200,Formations Institute Of Cosmetology & Barbering Llc,Oklahoma,67651,0,0,67651,0
DC,04142700,Pontifical John Paul Ii Institute For Studies On Marriage And Family,District of Columbia,12221,19424,36000,67645,0
IL,03747300,Bexley Seabury Seminary Federation,Illinois,6110,21505,40000,67615,0
MN,00960000,"Cosmetology Careers Unlimited College Of Hair, Skin, And Nails",Minnesota,67512,0,0,67512,0
CA,02065700,California Beauty College,California,67420,0,0,67420,0
MO,04146100,Urshan Graduate School Of Theology,Missouri,10234,20077,37000,67311,0
WA,04274700,Centralia Beauty College,Washington,66750,0,0,66750,0
MD,03822400,Maple Springs Baptist Bible College & Seminary,Maryland,5620,21677,39000,66297,0
NY,04189000,Barber & Beauty Institute Of New York,New York,66110,0,0,66110,0
WI,04138200,Salon Professional Academy (The),Wisconsin,65719,0,0,65719,0
OR,04146500,Portland Actors Conservatory,Oregon,15222,17450,33000,65672,0
TX,02604700,Center For Advanced Legal Studies,Texas,65587,0,0,65587,0
SC,00492400,Forrest College,South Carolina,65558,0,0,65558,0
OK,04257700,Totally Cosmo School Of Modern Cosmetology,Oklahoma,65291,0,0,65291,0
OK,02510300,Beauty Technical College,Oklahoma,65203,0,0,65203,0
NY,02587600,Orlo School Of Hair Design & Cosmetology (The),New York,65152,0,0,65152,0
CA,04243100,Alhambra Medical University,California,65078,0,0,65078,0
NC,04228400,Beyond Measure Barbering Institute,North Carolina,65065,0,0,65065,0
IA,02262500,Faust Institute Of Cosmetology,Iowa,65010,0,0,65010,0
PA,04257900,American Barber And Beauty Academy,Pennsylvania,64928,0,0,64928,0
OK,03109800,Ponca City Beauty College,Oklahoma,64850,0,0,64850,0
MD,02495000,Robert Paul Academy Of Cosmetology Arts & Sciences,Maryland,64827,0,0,64827,0
MI,01229100,Wright Beauty Academy,Michigan,64647,0,0,64647,0
NY,03934300,Yeshiva Zichron Aryeh,New York,14059,18253,32000,64312,0
TN,03840300,Omega Graduate School,Tennessee,10184,19096,35000,64280,0
TX,04155800,Advanced Beauty College,Texas,64217,0,0,64217,0
TX,01248800,International Beauty College #3,Texas,64097,0,0,64097,0
AR,04247600,New Beginnings Beauty Academy,Arkansas,63880,0,0,63880,0
FL,03429700,East West College Of Natural Medicine,Florida,63723,0,0,63723,0
MI,01321800,M.J. Murphy Beauty College,Michigan,63536,0,0,63536,0
TX,03277300,Pathway Vocational Academy,Texas,63239,0,0,63239,0
TX,04276700,Salon Professional Academy (The),Texas,63166,0,0,63166,0
MA,02163500,New England School Of Photography,Massachusetts,62906,0,0,62906,0
IL,04189400,Shear Learning Academy Of Cosmetology,Illinois,62701,0,0,62701,0
PR,03068400,Quality Technical & Beauty College,Puerto Rico,62586,0,0,62586,0
CA,03019900,Capstone College,California,62462,0,0,62462,0
MO,00960700,House Of Heavilin Beauty College,Missouri,62404,0,0,62404,0
WI,04179200,Advanced College Of Cosmetology,Wisconsin,62265,0,0,62265,0
OK,04184300,Paul Mitchell The School Ardmore,Oklahoma,61953,0,0,61953,0
LA,02197500,Baton Rouge School Of Computers,Louisiana,61790,0,0,61790,0
NY,00282200,Christ The King Seminary,New York,11057,17714,33000,61771,0
NY,03983300,"School Of Professional Horticulture, N. Y. Botanical Garden",New York,12767,17482,31000,61249,0
FL,04214500,Prestige Health & Beauty Sciences Academy,Florida,61112,0,0,61112,0
ID,02349200,Headmasters School Of Hair Design,Idaho,61086,0,0,61086,0
NE,03164300,Creative Center (The),Nebraska,61073,0,0,61073,0
TX,04250800,Mission Beauty Institute,Texas,61068,0,0,61068,0
CA,04119200,Eagle Rock College,California,60954,0,0,60954,0
TN,02595000,Hair Academy The,Tennessee,60842,0,0,60842,0
IN,02164300,Don Roberts School Of Hair Design,Indiana,60627,0,0,60627,0
MT,04163700,Bitterroot School Of Cosmetology,Montana,60612,0,0,60612,0
TN,02278700,Mister Wayne'S School Of Unisex Hair Design,Tennessee,60570,0,0,60570,0
FL,04233400,Lee Professional Institute,Florida,60437,0,0,60437,0
OR,01012200,Phagans' Medford Beauty School,Oregon,60405,0,0,60405,0
MA,01294800,Rob Roy Academy,Massachusetts,60343,0,0,60343,0
NY,04213400,Access Careers,New York,60255,0,0,60255,0
OH,00406000,Winebrenner Theological Seminary,Ohio,12366,16856,31000,60222,0
AR,04272400,Northern Technical College,Arkansas,59671,0,0,59671,0
CA,04176300,Bergin College Of Canine Studies,California,25825,33669,0,59494,0
TX,03179500,Texas Health And Science University,Texas,59416,0,0,59416,0
CA,00720900,Redondo Beach Beauty College,California,58790,0,0,58790,0
MO,02309100,American College Of Hair Design,Missouri,58724,0,0,58724,0
MI,04006300,Nuvo College Of Cosmetology,Michigan,58614,0,0,58614,0
KY,04123900,Lexington Healing Arts Academy,Kentucky,58500,0,0,58500,0
FL,03238300,Florida College Of Integrative Medicine,Florida,58486,0,0,58486,0
LA,01109700,Cloyd'S Beauty School #1,Louisiana,58274,0,0,58274,0
SC,04192600,Palmetto Beauty School,South Carolina,58220,0,0,58220,0
CO,04271000,Stacey James Institute,Colorado,58169,0,0,58169,0
